article,paragraph,text,E_id,fromID,fromText,toID,toText,relationship,fromSpan,fromVerb,fromPOS,toSpan,toVerb,toPOS
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E8,V1,said,V3,landed,after,95~99,said,VBD,181~187,landed,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E9,V1,said,V4,saw,after,95~99,said,VBD,207~210,saw,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E10,V1,said,V5,went,after,95~99,said,VBD,233~237,went,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E11,V1,said,V6,has,vague,95~99,said,VBD,281~284,has,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E12,V1,said,V7,emblazoned,after,95~99,said,VBD,298~308,emblazoned,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E13,V2,was,V3,landed,vague,105~108,was,VBD,181~187,landed,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E14,V2,was,V4,saw,vague,105~108,was,VBD,207~210,saw,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E15,V2,was,V5,went,vague,105~108,was,VBD,233~237,went,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E17,V2,was,V7,emblazoned,vague,105~108,was,VBD,298~308,emblazoned,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E19,V3,landed,V5,went,vague,181~187,landed,VBD,233~237,went,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E20,V3,landed,V6,has,vague,181~187,landed,VBD,281~284,has,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E21,V3,landed,V7,emblazoned,vague,181~187,landed,VBD,298~308,emblazoned,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E22,V4,saw,V5,went,vague,207~210,saw,VBD,233~237,went,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E23,V4,saw,V6,has,vague,207~210,saw,VBD,281~284,has,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E24,V4,saw,V7,emblazoned,vague,207~210,saw,VBD,298~308,emblazoned,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0034.xml,"“Trump spent decades building his brand and his image as a successful businessman,” Mr. Loeser said. “He was the star of one of the most-watched television shows in America. If you landed at La Guardia, you saw the Trump jet. If you went to Las Vegas, the tallest building in town has Trump’s name emblazoned on it.”
",E25,V5,went,V6,has,vague,233~237,went,VBD,281~284,has,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E0,V0,deny,V1,considering,after,4~8,deny,VBP,44~55,considering,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E3,V0,deny,V4,stopped,before,4~8,deny,VBP,170~177,stopped,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E4,V0,deny,V5,speculating,before,4~8,deny,VBP,190~201,speculating,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E5,V0,deny,V6,s,vague,4~8,deny,VBP,208~209,s,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E8,V1,considering,V2,did,after,44~55,considering,VBG,120~123,did,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E12,V1,considering,V6,s,vague,44~55,considering,VBG,208~209,s,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E19,V2,did,V7,appalled,before,120~123,did,VBD,246~254,appalled,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E20,V2,did,V8,wait,before,120~123,did,VBD,295~299,wait,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E26,V4,stopped,V5,speculating,before,170~177,stopped,VBD,190~201,speculating,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E27,V4,stopped,V6,s,vague,170~177,stopped,VBD,208~209,s,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E30,V5,speculating,V6,s,vague,190~201,speculating,VBG,208~209,s,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E33,V6,s,V7,appalled,vague,208~209,s,VBP,246~254,appalled,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E34,V6,s,V8,wait,vague,208~209,s,VBP,295~299,wait,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0008.xml,"All deny they’re running, or even seriously considering it. But everyone demurs so far ahead of the first primaries, as did Hillary Clinton four years ago, and it hasn’t stopped anyone from speculating. That’s especially the case for people who, appalled by the Trump administration, can hardly wait for the next campaign.
",E35,V7,appalled,V8,wait,before,246~254,appalled,VBN,295~299,wait,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E3,V0,feel,V4,got,after,3~7,feel,VBP,170~173,got,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E8,V1,responding,V2,said,before,43~53,responding,VBG,130~134,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E9,V1,responding,V3,s,vague,43~53,responding,VBG,143~144,s,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E13,V1,responding,V7,seeing,vague,43~53,responding,VBG,190~196,seeing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E15,V2,said,V3,s,vague,130~134,said,VBD,143~144,s,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E19,V2,said,V7,seeing,vague,130~134,said,VBD,190~196,seeing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E21,V3,s,V4,got,vague,143~144,s,VBZ,170~173,got,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0009.xml,"“I feel many of these chief executives are responding to a public longing for a strongman, or woman, a strong leader,” Mr. Gergen said. “There’s a sense that’s why Trump got elected. You’re seeing the same thing in Europe, in Asia, in a long list of countries. People are dissatisfied with standard politicians. Military types and business people with a strong track record offer an attractive alternative.”
",E24,V3,s,V7,seeing,vague,143~144,s,VBZ,190~196,seeing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0035.xml,"Mr. Gergen agreed. “Trump has been a performer for years,” he said. “Most chief executives aren’t performers.”
",E0,V0,agreed,V1,been,vague,11~17,agreed,VBD,30~34,been,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0035.xml,"Mr. Gergen agreed. “Trump has been a performer for years,” he said. “Most chief executives aren’t performers.”
",E1,V0,agreed,V2,said,simultaneous,11~17,agreed,VBD,62~66,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0035.xml,"Mr. Gergen agreed. “Trump has been a performer for years,” he said. “Most chief executives aren’t performers.”
",E2,V0,agreed,V3,aren,vague,11~17,agreed,VBD,91~95,aren,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0035.xml,"Mr. Gergen agreed. “Trump has been a performer for years,” he said. “Most chief executives aren’t performers.”
",E3,V1,been,V2,said,vague,30~34,been,VBN,62~66,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0035.xml,"Mr. Gergen agreed. “Trump has been a performer for years,” he said. “Most chief executives aren’t performers.”
",E5,V2,said,V3,aren,vague,62~66,said,VBD,91~95,aren,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0021.xml,"Campaign buttons emblazoned with “Vote for Benioff” and “Marc Benioff for President” circulated two years ago at Salesforce’s annual Dreamforce conference in San Francisco, which draws hundreds of thousands of participants and has been viewed by some as a likely launching pad for any Benioff campaign.
",E3,V0,emblazoned,V4,viewed,before,17~27,emblazoned,VBD,236~242,viewed,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E0,V0,suggested,V1,want,before,11~20,suggested,VBD,54~58,want,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E1,V0,suggested,V2,lower,before,11~20,suggested,VBD,62~67,lower,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E3,V0,suggested,V4,tend,vague,11~20,suggested,VBD,117~121,tend,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E6,V0,suggested,V7,be,vague,11~20,suggested,VBD,178~180,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E8,V0,suggested,V9,picturing,after,11~20,suggested,VBD,267~276,picturing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E11,V1,want,V2,lower,before,54~58,want,VB,62~67,lower,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E16,V1,want,V7,be,vague,54~58,want,VB,178~180,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E18,V1,want,V9,picturing,after,54~58,want,VB,267~276,picturing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E24,V2,lower,V6,said,after,62~67,lower,VB,162~166,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E25,V2,lower,V7,be,vague,62~67,lower,VB,178~180,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E30,V3,think,V4,tend,vague,85~90,think,VBP,117~121,tend,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E33,V3,think,V7,be,vague,85~90,think,VBP,178~180,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E34,V3,think,V8,have,vague,85~90,think,VBP,254~258,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E41,V4,tend,V8,have,vague,117~121,tend,VBP,254~258,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E42,V4,tend,V9,picturing,vague,117~121,tend,VBP,267~276,picturing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E44,V4,tend,V11,made,vague,117~121,tend,VBP,374~378,made,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E47,V5,make,V8,have,vague,125~129,make,VB,254~258,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E48,V5,make,V9,picturing,vague,125~129,make,VB,267~276,picturing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E50,V5,make,V11,made,vague,125~129,make,VB,374~378,made,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E51,V6,said,V7,be,vague,162~166,said,VBD,178~180,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E56,V7,be,V8,have,vague,178~180,be,VB,254~258,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E57,V7,be,V9,picturing,vague,178~180,be,VB,267~276,picturing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0040.xml,"Mr. Gergen suggested that some chief executives might want to lower their sights. “I think business chief executives tend to make better governors or mayors,” he said. “They can be more pragmatic and less ideological. Some of the names you’re hearing, I have trouble picturing them with the Elizabeth Warren or Bernie Sanders wing of the party. I wouldn’t call that a match made in heaven.”
",E59,V7,be,V11,made,vague,178~180,be,VB,374~378,made,VBN
